,Name,Link,Image,Brand,Best price,Normal price,Type of product,Category,Description,Ingredients,Available,Date
3883,Bolsas herméticas cierre fácil 15 un.,https://www.santaisabel.cl/bolsas-hermeticas-cierre-facil-15-un-20-x-17-cm-1660061/p,https://santaisabel.vtexassets.com/arquivos/ids/177877-750-750?width=750&height=750&aspect=true,Jumbo,NA,1890,Bolsas Térmicas y Herméticas,Hogar,"15 bolsas de plástico con cierre hermético fácil de poliéster. Son aptas para embalaje de joyas, embalaje artesanal, dulces, regalos o algunos accesorios de almacenamiento pequeño. Son Oxo-biodegradables. Sus dimensiones abarcan 20 x 17 cm 15 bolsas de plástico con cierre hermético fácil de poliéster. Son aptas para embalaje de joyas, embalaje artesanal, dulces, regalos o algunos accesorios de almacenamiento pequeño. Son Oxo-biodegradables. Sus dimensiones abarcan 20 x 17 cm",NA,Yes,2022-09-26
3884,Pilas alcalinas AA 2 un.,https://www.santaisabel.cl/pilas-alcalinas-aa-2-un-173724/p,https://santaisabel.vtexassets.com/arquivos/ids/184912-750-750?width=750&height=750&aspect=true,Duracell,NA,2690,NA,Hogar,"Las pilas alcalinas, con tecnología Duralock Power Preserve, te ofrecen larga duración y energía confiable para todos tus aparatos. Duran mucho más que las pilas comunes de Zinc-Carbón.",NA,Yes,2022-09-26
3885,Guirnalda metálica feliz cumpleaños,https://www.santaisabel.cl/guirnalda-metalica-feliz-cumpleanos-280743/p,https://santaisabel.vtexassets.com/arquivos/ids/173898-750-750?width=750&height=750&aspect=true,Argos,NA,1990,NA,Hogar,¿Quieres tener una fiesta verdaderamente especial? Ahorra tiempo y decora como un profesional de forma fácil y rápida.,NA,Yes,2022-09-26
3886,Aromatizante para auto mini gel lavanda 70 g,https://www.santaisabel.cl/aromatizante-para-auto-glade-mini-gel-car-aroma-lavanda-70-g-1686138/p,https://santaisabel.vtexassets.com/arquivos/ids/176871-750-750?width=750&height=750&aspect=true,Glade,NA,1290,NA,Hogar,"Aromatizante para auto Glade mini gel car, Aroma lavanda, 70 g
Perfumá tu viaje, y tu auto, con Glade® Gel Auto, que te ofrece un control de fragancias al alcance de tu mano para disfrutar de una gran frescura al volante. Elimina los olores de manera discreta y complementa tu auto a la perfección con una fragancia continua.
VENTAJAS
Glade® Gel Car es una forma superior de refrescar tu viaje al eliminar los malos olores y obtener semanas de frescura discreta y económica. La tapa de plástico te permite liberar una fragancia prolongada para que puedas contar con una gran frescura a solo unos centavos por día.
SEGURIDAD
Retire la tapa plástica.
Desprenda con cuidado la cubierta de aluminio.
Coloque nuevamente la tapa plástica.
Elija la intensidad de fragancias ajustando el mecanismo de la tapa.
Si lo desea, adhiera la lata en una superficie limpia y plana con el adhesivo incluido.
INSTRUCCIONES DE USO
Mantener alejado del calor y la llama. El contacto prolongado con el producto puede causar irritación de la piel. No tocar al gel aromatizante. MANTENGA FUERA DEL ALCANCE DE LOS NIÑOS Y MASCOTAS. MANTÉNGASE FUERA DEL ALCANCE DE LOS NIÑOS, PERSONAS DISCAPACITADAS Y ANIMALES DOMÉSTICOS. Evite que sea consumido por un niño por error. Use y guarde en una temperatura de 0 a 40°C. Riesgos a la salud: Irritación moderada de los ojos, irritación leve de la piel. Puede causar malestar abdominal.
PRIMEROS AUXILIOS: 
En casi de contacto con ojos, lave inmediatamente con abundante agua. OJOS: Enjuagar inmediatamente con abundante agua durante 15-20 min. Si persiste la irritación contacte a su médico. En caso de contacto con la piel, lave inmediatamente con agua. PIEL: Enjuagar inmediatamente con abundante agua durante 15-20 min. Si persiste la irritación contacte a su médico. Perfumá tu viaje, y tu auto, con Glade® Gel Auto, que te ofrece un control de fragancias al alcance de tu mano para disfrutar de una gran frescura al volante. Elimina los olores de manera discreta y complementa tu auto a la perfección con una fragancia continua.",NA,Yes,2022-09-26
3887,Bombilla de papel 20 un.,https://www.santaisabel.cl/bombilla-papel-20-un-1822978/p,https://santaisabel.vtexassets.com/arquivos/ids/173897-750-750?width=750&height=750&aspect=true,Chilean Trading,NA,NA,NA,Hogar,,NA,No,2022-09-26
3888,Vaso rojo 10 un. 500 ml c/u,https://www.santaisabel.cl/vaso-rojo-10-un-500-ml-c-u-1822960/p,https://santaisabel.vtexassets.com/arquivos/ids/173910-750-750?width=750&height=750&aspect=true,Bioely,NA,2190,NA,Hogar,"BioEly cuenta con una completa gama de productos de vajillería desechable, orgánica, biodegradable y compostable. Estos productos son: vasos, platos, cubiertos y contenedores de comida. BioEly cuenta con una completa gama de productos de vajillería desechable, orgánica, biodegradable y compostable. Estos productos son: vasos, platos, cubiertos y contenedores de comida.",NA,Yes,2022-09-26
3889,Pilas alcalinas AAA 2 un.,https://www.santaisabel.cl/pilas-alcalina-aaa-2-un-173727/p,https://santaisabel.vtexassets.com/arquivos/ids/184911-750-750?width=750&height=750&aspect=true,Duracell,NA,2690,NA,Hogar,Las pilas AAA duran hasta 10 veces más (vs. pilas comunes de zinc-carbón. Los resultados pueden variar por dispositivo). Son pilas alcalinas multiuso idóneas para dispositivos de uso cotidiano.,NA,Yes,2022-09-26
3890,Ampolleta LED A60 Classic 9.5W/6400K E-27,https://www.santaisabel.cl/ampolleta-led-a60-clasica-9w-6400k-e-27-1887104/p,https://santaisabel.vtexassets.com/arquivos/ids/206263-750-750?width=750&height=750&aspect=true,Megabright,NA,990,Ampolletas LED,Hogar,Especial para la iluminación de tu hogar. Larga duración y ahorro energético.,NA,Yes,2022-09-26
3891,Aromatizante mini gel car lemon 70 g,https://www.santaisabel.cl/aromatizante-glade-70-g-mini-gel-car-lemon-1686140/p,https://santaisabel.vtexassets.com/arquivos/ids/176872-750-750?width=750&height=750&aspect=true,Glade,NA,1290,NA,Hogar,"Aromatizante Glade 70 g, mini gel car lemon
Glade® Gel es una forma simple de aromatizar y obtener frescura que perdura todos los días. Diseñado para eliminar los olores en espacios pequeños, el control ajustable te permite manejar con facilidad el nivel de fragancia a la perfección. Podés lograr una confianza sólida, desde en un baño con una agradable fragancia hasta en otros espacios pequeños en tu hogar.
VENTAJAS
Glade® Gel ofrece aromas refrescantes y limpios para una frescura prolongada a solo unos centavos por día. Glade® Gel es ideal para baños, cajones, placares, cestos de basura, alacenas y otros espacios reducidos en tu hogar. Fácil de usar, sin pilas ni enchufes. Solo tenés que girar la tapa para ajustar la intensidad de la fragancia y obtener una frescura permanente que combate los olores fuertes.
SEGURIDAD
Retire la tapa plástica.
Desprenda con cuidado la cubierta de aluminio.
Coloque nuevamente la tapa plástica.
Elija la intensidad de fragancias ajustando el mecanismo de la tapa.
Si lo desea, adhiera la lata en una superficie limpia y plana con el adhesivo incluido.
INSTRUCCIONES DE USO
Mantener alejado del calor y la llama. El contacto prolongado con el producto puede causar irritación de la piel. No tocar al gel aromatizante. MANTENGA FUERA DEL ALCANCE DE LOS NIÑOS Y MASCOTAS. MANTÉNGASE FUERA DEL ALCANCE DE LOS NIÑOS, PERSONAS DISCAPACITADAS Y ANIMALES DOMÉSTICOS. Evite que sea consumido por un niño por error. Use y guarde en una temperatura de 0 a 40°C. Riesgos a la salud: Irritación moderada de los ojos, irritación leve de la piel. Puede causar malestar abdominal.
PRIMEROS AUXILIOS: 
En casi de contacto con ojos, lave inmediatamente con abundante agua. OJOS: Enjuagar inmediatamente con abundante agua durante 15-20 min. Si persiste la irritación contacte a su médico. En caso de contacto con la piel, lave inmediatamente con agua. PIEL: Enjuagar inmediatamente con abundante agua durante 15-20 min. Si persiste la irritación contacte a su médico. Glade® Gel es una forma simple de aromatizar y obtener frescura que perdura todos los días. Diseñado para eliminar los olores en espacios pequeños, el control ajustable te permite manejar con facilidad el nivel de fragancia a la perfección. Podés lograr una confianza sólida, desde en un baño con una agradable fragancia hasta en otros espacios pequeños en tu hogar.",NA,Yes,2022-09-26
3892,Adhesivo instantáneo La Gotita 2 ml,https://www.santaisabel.cl/adhesivo-poxipol-la-gotita-2-ml-119868/p,https://santaisabel.vtexassets.com/arquivos/ids/174160-750-750?width=750&height=750&aspect=true,La Gotita,NA,2790,NA,Hogar,"La Gotita es un adhesivo instantáneo, fácil de usar, para pequeños arreglos en el hogar, que pega en pocos segundos gran variedad de materiales.
  La Gotita es un adhesivo instantáneo, fácil de usar, para pequeños arreglos en el hogar, que pega en pocos segundos gran variedad de materiales.
 ",NA,Yes,2022-09-26
3893,Ampolleta ess LED bulb 7.5w fría e27,https://www.santaisabel.cl/ampolleta-led-philips-bulb-7-5w-luz-fria-1782327/p,https://santaisabel.vtexassets.com/arquivos/ids/184421-750-750?width=750&height=750&aspect=true,Phillips,NA,2290,NA,Hogar,,NA,Yes,2022-09-26
3894,Soda cáustica 1 kg,https://www.santaisabel.cl/soda-caustica-1-kg-1656342/p,https://santaisabel.vtexassets.com/arquivos/ids/174159-750-750?width=750&height=750&aspect=true,Aguacol,NA,3990,NA,Hogar,"Elimina todo tipo de residuos. Ideal para lavamanos, lavaplatos, tinas y WC. Aguacol tiene una gran variedad de productos útiles para tu hogar y diario vivir.  Elimina todo tipo de residuos. Ideal para lavamanos, lavaplatos, tinas y WC. Aguacol tiene una gran variedad de productos útiles para tu hogar y diario vivir. ",NA,Yes,2022-09-26
3895,Brochetas de bambú 14.5 cm 50 un.,https://www.santaisabel.cl/brochetas-drop-it-de-bambu-14-5-cm-50-unid-1430845/p,https://santaisabel.vtexassets.com/arquivos/ids/179350-750-750?width=750&height=750&aspect=true,Drop It,NA,690,Brochetas,Hogar,"Brochetas de bambú, se pueden utilizar para carne, verduras, pinchos de frutas, quesos, para asar en la sartén o en la parrilla; además de buen manejo gracias a la punta afilada y la superficie lisa.
Natural y sostenible: pinchos de bambú renovable, biodegradables y respetuosos con el medio ambiente. Brochetas de bambú, se pueden utilizar para carne, verduras, pinchos de frutas, quesos, para asar en la sartén o en la parrilla; además de buen manejo gracias a la punta afilada y la superficie lisa.",NA,Yes,2022-09-26
3896,Brochetas de bambú 20.5 cm 50 un.,https://www.santaisabel.cl/brochetas-drop-it-de-bambu-20-5-cm-50-unid/p,https://santaisabel.vtexassets.com/arquivos/ids/179512-750-750?width=750&height=750&aspect=true,Drop It,NA,790,Brochetas,Hogar,"Brochetas de bambú, se pueden utilizar para carne, verduras, pinchos de frutas, quesos, para asar en la sartén o en la parrilla; además de buen manejo gracias a la punta afilada y la superficie lisa.Natural y sostenible: pinchos de bambú renovable, biodegradables y respetuosos con el medio ambiente.",NA,Yes,2022-09-26
3897,Copas de vino aragon-versalles,https://www.santaisabel.cl/copas-de-vino-aragon-versalles-1073803/p,https://santaisabel.vtexassets.com/arquivos/ids/177790-750-750?width=750&height=750&aspect=true,Cristar,NA,6890,NA,Hogar,"Los accesorios de menaje de Cristar están fabricados para ser utilizados en ocasiones muy especiales. Por ejemplo, para compartir una buena botella de vino tino.",NA,Yes,2022-09-26
3898,Ampolleta Essential LED Bulb 12W luz cálida E27 2 un.,https://www.santaisabel.cl/ampolleta-essential-led-bulb-12w-luz-calida-e27-2-un/p,https://santaisabel.vtexassets.com/arquivos/ids/191311-750-750?width=750&height=750&aspect=true,Phillips,NA,4990,NA,Hogar,Las lámparas LED crean una calidad de luz perfecta para cualquier ocasión. Desde una luz romántica para una noche de intimidad hasta luz brillante para iluminar objetos especiales.,NA,Yes,2022-09-26
3899,Bolsas herméticas cierre fácil 10 un.,https://www.santaisabel.cl/bolsas-hermeticas-cierre-facil-10-un-26-x-27-cm-1660060/p,https://santaisabel.vtexassets.com/arquivos/ids/177743-750-750?width=750&height=750&aspect=true,Jumbo,NA,1890,Bolsas Térmicas y Herméticas,Hogar,"10 bolsas de plástico con cierre hermético fácil de poliéster. Son aptas para embalaje de joyas, embalaje artesanal, dulces, regalos o algunos accesorios de almacenamiento pequeño. Son Oxo-biodegradables. Sus dimensiones abarcan 26 x 27 cm 10 bolsas de plástico con cierre hermético fácil de poliéster. Son aptas para embalaje de joyas, embalaje artesanal, dulces, regalos o algunos accesorios de almacenamiento pequeño. Son Oxo-biodegradables. Sus dimensiones abarcan 26 x 27 cm",NA,Yes,2022-09-26
3900,Aromatizante Auto + repuesto vainilla mist,https://www.santaisabel.cl/aromatizante-auto-sport-vainilla-mist-1-repuesto-de-7-cc-946685/p,https://santaisabel.vtexassets.com/arquivos/ids/177775-750-750?width=750&height=750&aspect=true,Glade,NA,3790,NA,Hogar,"Nuestros autos dicen mucho sobre nosotros. El diseño innovador de Glade Auto Sport te permite controlar el nivel de intensidad de la fragancia, mientras que su apariencia combina con el interior de tu auto y lo convierte en un accesorio. Su diseño contemporáneo y sus fragancias únicas reflejan tu estilo moderno.",NA,Yes,2022-09-26
3901,Ampolleta ess LED bulb 7.5w cálida e27,https://www.santaisabel.cl/ampolleta-led-philips-bulb-7-5w-luz-calida-1782328/p,https://santaisabel.vtexassets.com/arquivos/ids/184423-750-750?width=750&height=750&aspect=true,Phillips,NA,2290,NA,Hogar,"Las lámparas LED crean una calidad de luz perfecta para cualquier ocasión. Desde una luz romántica para una noche de intimidad hasta luz brillante para iluminar objetos especiales. Las lámparas LED ofrecen todo lo que estás buscando. Además, encajan a la perfección en el dormitorio, la cocina o el salón. La luz LED no parpadea y tiene un elevado índice de representación del color, que garantiza que los objetos se vean con sus colores reales y naturales.",NA,Yes,2022-09-26
3902,Hervidor eléctrico Oster® 3101 negro 1.7 L,https://www.santaisabel.cl/herv-oster-3101-n/p,https://santaisabel.vtexassets.com/arquivos/ids/201138-750-750?width=750&height=750&aspect=true,Oster,NA,14990,Hervidores,Hogar,Este hervidor eléctrico hace que preparar y servir bebidas calientes sea simple y práctico. Será tu mejor aliado para la hora del té o en la cocina.,NA,Yes,2022-09-26
3903,Set 6 vasos bajos whisky 325 cc c/u,https://www.santaisabel.cl/set-6-vasos-bajos-whisky-325-cc-c-u/p,https://santaisabel.vtexassets.com/arquivos/ids/179380-750-750?width=750&height=750&aspect=true,Cristar,NA,6990,NA,Hogar,,NA,Yes,2022-09-26
3904,Cinta de embalaje Scotch TM transparente,https://www.santaisabel.cl/cinta-de-embalaje-scotch-tm-transparente-614740/p,https://santaisabel.vtexassets.com/arquivos/ids/174166-750-750?width=750&height=750&aspect=true,3M,NA,1490,Transparente,Hogar,Cinta de embalaje Scotch TM transparente es perfecto para ti. 3M elabora sus productos pensando en cómo facilitar tu día a día en base a productos de gran calidad.,NA,Yes,2022-09-26
3905,Ampolleta LED A60 Classic 9.5W/3000K E-27,https://www.santaisabel.cl/ampolleta-led-a60-clasica-9w-3000k-e-27-1887103/p,https://santaisabel.vtexassets.com/arquivos/ids/206262-750-750?width=750&height=750&aspect=true,Megabright,NA,990,Ampolletas LED,Hogar,Especial para la iluminación de tu hogar. Larga duración y ahorro energético.,NA,Yes,2022-09-26
3906,Soda cáustica frasco 250 cc,https://www.santaisabel.cl/soda-caustica-klaeren-frasco-250-cc-192129/p,https://santaisabel.vtexassets.com/arquivos/ids/177751-750-750?width=750&height=750&aspect=true,Klären,NA,1990,Pack Limpieza,Hogar,Soda Cáustica Destapa tus cañerías Klaren. Una Fórmula de acción potente y eficaz que elimina los residuos y malos olores de tus tuberías. Soda Cáustica Destapa tus cañerías Klaren. Una Fórmula de acción potente y eficaz que elimina los residuos y malos olores de tus tuberías.,NA,Yes,2022-09-26
