,Name,Link,Best price,Normal price,Type of product,Description,Ingredients,Available
202,Helado sabor agua mango 1 L,https://www.jumbo.cl/hel-loncomilla-agua-1lt-mango-1858292/p,NA,$2.959,Helados Mix Sabores,"Helado de fruta, hechos en base a agua y pulpa de fruta son un típico producto de verano, rico y refrescante al consumirlo solo, óptimo para combinar con una ensalada de frutas o también con un helado de crema; por qué no para prepararse un rico trago como un Pisco Sour con helado de Limón, un Ponche a la Romana o un terremoto con helado de Piña, o un Borgoña en helado de frutilla… Libres de gluten y muy bajos en sodio, son helados muy apropiados para algunas restricciones alimentarias (no para diabéticos ni para intolerantes a la lactosa).Libres de GlutenLibre de grasa total (menos de 0,5 grs. de grasa total/porción)Muy bajo contenido de Sodio (menor o igual a 35 mg. de sodio/porción)Libre de colorantes y saborizantes artificiales.Saborizados con fruta natural.Elaborado con ingredientes naturales.","Agua,  Mango,  Azúcar,  Dextrosa monohidratada,  Goma tara,  Estabilizante mono y diglicéridos de ácidos grasos,  Estabilizante goma guar,  Estabilizante polisorbato 80,  Estabilizante carragenina,  ácido cítrico",1
203,Verduras grilladas 350 g,https://www.jumbo.cl/verduras-grilladas-la-crianza-350g-1857657/p,NA,$2.990,Mix de Verduras,"Una deliciosa combinación de verduras frescas para deleitar el paladar de los amantes de las verduras. Descubre el sabor grillado de un mix de papa, zapallo italiano, berenjena, cebolla y mix de Pimientos.","Papa,  Zapallo italiano,  Berenjena,  Cebolla,  Pimentón verde,  Pimentón rojo,  Pimentón amarillo,  Aceite de maravilla",1
204,Helado Savory Chocolate Suizo y Frutos del bosque 1L,https://www.jumbo.cl/helado-chocolate-suizo-y-frutos-del-bosque-1-l/p,$2.249,$2.999,Helados Mix Sabores,"Helado Savory Chocolate Suizo y Frutos del bosque, delicioso y conveniente helado de 1LT con mitad delicoso helado de Chocolate Suizo con trozos de almendras y mitad helado Frutos del Bosque, perfecto para compartir con la familia! Formato 1L","Agua,  Azúcar,  Frutilla,  Almidón modificado de maíz,  Puré de arándano,  Espesante goma garrofín,  Saborizante idéntico a natural,  Regulador de acidez ácido cítrico,  Colorante natural carmín de cochinilla,  Colorante natural carotenos,  Jarabe de glucosa,  Leche descremada en polvo,  Aceite vegetal de palma,  Suero de leche en polvo,  Almendras,  Cacao en polvo,  Emulsionante ésteres de propilenglicol de ácidos grasos,  Emulsionante mono y diglicéridos de ácidos grasos,  Espesante goma guar,  Colorantes caramelo,  Colorante natural clorofilas de cobre,  Colorante natural curcumina,  Saborizante artificial",1
205,Helado Savory Chocolate blanco Frambuesa 1L,https://www.jumbo.cl/helado-chocolate-blanco-frambuesa-1-l/p,$2.249,$2.999,Helados Mix Sabores,"Helado Savory Chocolate blanco Frambuesa, un delicioso y exclusivo helado de chocolate blanco con salsa de frambuesa, perfecta combinación para los amantes del chocolate blanco y de una cassata para disfrutar. Formato 1L","Agua,  Azúcar,  Frambuesa,  Espesante goma xantán,  Regulador de acidez ácido cítrico,  Colorante natural carmín de cochinilla,  Suero de leche en polvo,  Manteca de cacao,  Leche entera en polvo,  Aceite vegetal de palmiste,  Emulsionante lecitina de soya,  Aceite vegetal de palma,  Jarabe de glucosa,  Leche descremada en polvo,  Emulsionante ésteres de propilenglicol de ácidos grasos,  Emulsionante triestearato de sorbitán,  Emulsionante mono y diglicéridos de ácidos grasos,  Espesante goma guar,  Espesante goma de celulosa,  Espesante carragenina,  Saborizante natural",1
206,Helado Kit Kat Paleta Multipack 5x55ml,https://www.jumbo.cl/helado-paleta-multipack-5-un-55-ml-c-u/p,NA,$4.399,Helados Mix Sabores,"Helado Kit Kat Paleta, es un exquisito y muy novedoso helado de crema sabor Kit Kat cubierto con una crocante capa de chocolate de leche y el clásico wafer Kit Kat.  Formato multipack 5 unidades de 55ml","Agua,  Leche entera en polvo,  Azúcar,  Aceite vegetal de palmiste,  Manteca de cacao,  Masa de cacao,  Cacao en polvo,  Emulsionante lecitina de soya,  Saborizante artificial,  Harina de trigo,  Leudante bicarbonato de sodio,  Leudante bicarbonato de amonio,  Aceite vegetal de palma,  Antioxidante palmitato de ascorbilo,  Galato de propilo,  Maltodextrina,  Leche descremada en polvo,  Jarabe de glucosa,  Suero de leche en polvo,  Emulsionante ésteres de propilenglicol de ácidos grasos,  Emulsionante mono y diglicéridos de ácidos grasos,  Espesante goma guar,  Espesante goma garrofín,  Espesante carragenina,  Colorante caramelo,  Saborizante idéntico al natural,  Saborizante natural",1
207,Base estofado 500 g,https://www.jumbo.cl/base-estofado-500-g/p,NA,$2.349,Base Estofado,"Ingredientes: Papa pre frita, cebolla, zanahoria, arveja, mix pimentón. 100% natural y sin preservantes.","Papa,  Aceite de palma,  Dextrosa,  Cebolla,  Zanahoria,  Arveja,  Pimentón rojo,  Pimentón verde,  Pimentón amarillo",1
208,Pizza americana deluxe congelada 660 g,https://www.jumbo.cl/pizza-americana-deluxe-congelada-660-g-cuisine-and-co-1839874/p,NA,$6.490,Pizza Americana,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.","Harina de trigo,  Agua,  Aceite de maravilla,  Sémola de trigo,  Sal,  Almidón modificado,  Levadura,  ésteres de mono y diglicéridos de los ácidos diacetiltartárico,  Bicarbonato de sodio,  Maltosa,  Fosfato monocálcico,  ácido ascórbico,  Enzimas xilanasas,  Enzima lipasa,  Enzima glucosa oxidasa,  Enzima alfa amilasa fúngica,  Enzima alfa amilasa bacterial,  Azúcar,  Leche pasteurizada semidescremada,  Proteína de leche,  ácido cítrico,  Cloruro de calcio,  Nitrato de sodio,  Cuajo,  Dióxido de titanio,  Cultivos lácteos,  Tomates,  Polifosfato de sodio,  Carbonato de sodio,  Orégano,  Carne de cerdo,  Especias,  Dextrosa,  Cultivo indicador,  ácido láctico,  Oleorresina de pimentón,  Extracto de especias,  Eritorbato de sodio,  Ajo en polvo,  Nitrito de sodio,  Bht,  Grasa de cerdo,  Proteína de soya,  Lactato-diacetato de sodio,  Hinojo,  Pimienta,  Tripolifosfato de sodio,  Anís,  Albahaca,  Glutamato monosódico,  Ajo,  Colorante natural caramelo,  Cebolla,  Aceitunas negras,  Sulfato ferroso,  Benzoato de sodio,  Sorbato de potasio,  Pimentón rojo,  Pimentón verde,  Fibra vegetal,  Gluten,  Leche",1
209,Arrollado primavera 500 g,https://www.jumbo.cl/arrollado-primavera-500-g/p,NA,$3.399,Arrollado Artesanal,Los Arrollados son un rollo de pasta relleno de verturas cortadas en estilo juliana. Una receta de origen chino para servir calientes y recien hechos.,"Repollo,  Harina de trigo,  Agua,  Zanahoria,  Fideos vermicelli,  Porotos verdes,  Almidón,  Champiñón ostra,  Aceite de palma,  Cebollín,  Glutamato monosódico,  Azúcar blanca,  Sal,  Ajo,  Jengibre,  Pimienta,  Salsa de soya,  Aceite de sésamo,  Gluten (harina de trigo),  Soya (salsa de soya)",1
210,Helado chocolate light 792 g,https://www.jumbo.cl/helado-chocolate-light-792-g-cuisine-and-co-1835993/p,$4.990,$5.599,Helados Mix Sabores,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",NA,1
211,Helado limón menta jengibre 5 un. 48 g c/u,https://www.jumbo.cl/helado-limon-menta-jengibre-5-un-48-g-c-u/p,NA,$4.590,Helados Mix Sabores,"Palettas, es de un grupo de apasionados emprendedores, liderado por el maestro heladero Ian Bortnik W. Quienes vienen a rescatar el concepto de la heladería familiar como lugar de encuentro y de esparcimiento en torno a la alegría y el sabor que nos dan los helados.
Palettas es una marca de helados naturales
“en palito” o de paleta, que se dedica a la elaboración de helados  de calidad y que se caracteriza por su originalidad, al traer de vuelta y de forma renovada el helado en palito, tan famoso en los ochenta.
Palettas apela a la transversalidad, pues es asequible a todo tipo de público, sin importar edad,  y es una marca que rescata el valor de lo natural, de lo hecho en el país. ¡Les presentamos todo el sabor, calidad y naturalidad del mejor helado de paleta, hecho a mano!","Agua,  Azúcar,  Glucosa líquida,  Maltodextrina,  Dextrosa,  Mono y diglicéridos de ácidos grasos,  ésteres de propilenglicol de ácidos grasos,  Goma guar,  Carboximetil celulosa sódica (cmc),  Almidón,  Anhídrido sulfuroso,  Bicarbonato,  ácido cítrico,  Jugo de limón,  Menta,  Jengibre",1
212,Helado Magnum mini cookies & cream 5 un. 60 ml c/u,https://www.jumbo.cl/multi-pack-magnum-mini-6x60ml-co-cream/p,$3.994,$4.699,Helados con Frutos Secos,"Ricas y Deliciosas Mini Paletas de Helado Magnum sabor a Cookies and Cream, perfectas para degustar y refrescar tu paladar con cada mordida. Elaboradas con una cremosa textura cubierta de chocolate blanco y trozos de galleta de chocolate.","Agua,  Azúcar,  Manteca de cacao,  Leche entera en polvo,  Grasa de mantequilla,  ésteres de poliglicerol interesterificado con ácido ricinoléico,  Lecitina de soya,  Saborizante natural,  Grasa vegetal de palmiste,  Bht,  ácido cítrico,  Glucosa,  Leche descremada en polvo,  Harina de trigo,  Cacao,  Jarabe de arroz,  Bicarbonato de sodio,  Suero de leche en polvo,  Monoglicéridos y diglicéridos de ácidos grasos,  Goma de semilla de algarrobo,  Saborizante natural a vainilla,  Goma guar,  Carragenina,  Annato,  Leche,  Soya,  Gluten",1
213,Hamburguesa de porotos negros 400 g,https://www.jumbo.cl/hamburguesa-de-porotos-negros-400-g/p,$2.990,$3.990,Hamburguesas de Verduras,"Hamburguesa de porotos negros 400 g
En Minuto Verde elaboramos alimentos saludables, prácticos, ricos y nutritivos. Buscamos permanentemente la innovación y trabajamos con los más altos estándares de calidad. 
Somos una empresa sustentable, respetuosa del medioambiente, entregando a nuestros colaboradores un grato clima laboral, inclusivo y oportunidades de desarrollo profesional.
En la actualidad Minuto Verde, marca perteneciente a Alifrut es la compañía que posee la mayor capacidad de producción de hortalizas y frutas congeladas en Latinoamérica. Además de la mayor capacidad de almacenaje en frío del país (-18°C).","Porotos negros,  Sofrito cebolla,  Sofrito zanahoria,  Sofrito pimentón,  Sofrito ajo,  Harina de avena,  Fibras vegetales,  Proteína de arveja,  Sal,  Ajo,  Cebolla,  Pimentón,  Tomate,  Perejil,  Comino,  Pimienta negra,  Agua,  Aceite vegetal de soya,  Aceite vegetal de maravilla",1
214,Longaniza vegana Hot Italian Sausage 400 g,https://www.jumbo.cl/longaniza-hot-itali-veg-beyond-meat-400g/p,$11.490,$12.890,Salchichas Sucedáneo,"La deliciosa longaniza vegana hot italian  de Beyond Meat nos ofrece el sabor tradicional de las longanizas italianas para preparar nuestros platos favoritos como pastas, pizzas, legumbres, o simplemente a la parrilla y servir en un clásico choripán. La delicia de la carne pero plant based con Beyond Meat. Vegana, Sin Gluten, Sin Soya, Libre de GMO y Kosher. Contiene 16 g de proteína por porción.","Agua,  Aislado de proteína de arveja,  Aceite de coco refinado,  Aceite de girasol,  Saborizante natural vegetal,  Proteína de arroz,  Proteína de haba,  Almidón de papa,  Sal,  Jugo de frutas (para dar color),  Jugo de vegetales (para dar color),  Fibra de manzana,  Metilcelulosa,  Extracto de cítricos,  Tripa alginato de calcio",1
215,Golden Chicken sabor picante 300 g,https://www.jumbo.cl/golden-chicken-picante-sadia-300g/p,NA,$3.390,Nuggets de Pollo,"El golden chicken de la marca Sadia son hechos 100% de pollo y un delicioso empanizado crocante, ideales para preparaciones contundentes como hamburguesas.","Pechuga de pollo,  Agua,  Harina de trigo,  Pan rallado,  Aceite de algodón,  Aceite de soja,  Almidón de papa,  Aromatizante idéntico a natural,  Almidón de maíz,  Sal,  Extracto de levadura,  Aceite de girasol,  Pimienta negra,  Ajo,  Pimienta blanca,  Dextrosa,  Tripolifosfato de potasio,  Gluten de trigo,  Aromatizantes naturales,  Harina de maíz,  Almidón de mandioca,  Pirofosfato tetrasódico,  Cloruro de potasio,  Hinojo,  Orégano,  Salvia,  Tomillo,  Apio,  Canela,  Cebolla,  Cilantro,  Jengibre,  Mostaza,  Gluten,  Soya",1
216,Ensalada rusa congelada 500 g,https://www.jumbo.cl/ensalada-rusa-congelada-500-g-cuisine-and-co-1763680/p,NA,$1.590,Ensaladas,"Surtido de arveja, papa y zanahoria, cosechados en su punto óptimo de maduración, congelados mediante sistema IQF y sometidos a rigurosas selecciones para asegurar la mejor calidad.","Papas,  Zanahorias,  Arvejas supercongeladas",1
217,Helado mango maracuyá 800 ml,https://www.jumbo.cl/helado-yogen-fr-z-mango-maracuya-800-ml/p,NA,$6.399,Helados Mix Sabores,"Rico Helado de Yogurt con Fruta de Mango y Maracuyá. Un Helado sin azúcar añadida, libre de lactosa y gluten ideal para degustar durante la tarde.","Agua,  Leche entera,  Enzima lactasa,  Cultivos lácteos,  Pulpa de maracuyá,  Leche entera en polvo,  Concentrado de mango,  Jarabe de maltitol,  Maltodextrina,  Sorbitol,  Estabilizante mono y diglicéridos,  Estabilizante goma guar,  Estabilizante carboximetilcelulosa,  Estabilizante carragenina,  ácido cítrico,  Estevia,  Sucralosa",1
218,Barra de fruta mango 12 x 44 g c/u,https://www.jumbo.cl/multipack-guallarauco-mango-12-unid-44-g-c-u/p,$4.249,$4.999,Helados con Frutas,"Ahora comer fruta es entretenido. Disfruta una nueva forma de comer fruta y déjate tentar por lo natural.Ingredientes: Mango, Agua, Maltitol, Azúcar, Jarabe de maltitol, Maltodextrina, Goma guar, Alginato de sodio, Celulosa microcristalina, Monoglicéridos, Diglicéridos, Carboximetil celulosa sódica, Polisorbato 80, Carragenina, ácido cítrico, EsteviaAlmacenamiento: Mantener congelado a una temperatura entre -18°c y -22°cDuración: 12 meses
Importante: Puede contener trazas de lácteos, huevo, lecitina de soya, gluten.","Mango,  Agua,  Maltitol,  Azúcar,  Jarabe de maltitol,  Maltodextrina,  Goma guar,  Alginato de sodio,  Celulosa microcristalina,  Monoglicéridos,  Diglicéridos,  Carboximetil celulosa sódica,  Polisorbato 80,  Carragenina,  ácido cítrico,  Estevia",1
219,Barra de fruta frambuesa 12 x 44 g c/u,https://www.jumbo.cl/multipack-guallarauco-frambuesa-12-unid-44-g-c-u/p,$4.249,$4.999,Helados con Frutas,"Producto: HeladoContenido: 44 g, 12 unidadesSabor: Frambuesa","Frambuesa,  Agua,  Azúcar,  Maltitol,  Jarabe de maltitol,  Maltodextrina,  Goma guar,  Alginato de sodio,  Celulosa microcristalina,  Monoglicéridos,  Diglicéridos,  Carboximetil celulosa sódica,  Polisorbato 80,  Carragenina,  ácido cítrico,  Estevia",1
220,Hamburguesa de vacuno congelada 185 g,https://www.jumbo.cl/hamburguesa-de-vacuno-congelada-185-g-cuisine-and-co-1785258/p,$1.250,$1.590,Hamburguesas de Vacuno,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.","Carne de vacuno,  Agua,  Colágeno,  Sal,  Sabor idéntico al natural,  Pimienta negra,  Carragenina,  Eritorbato de sodio,  Polifosfato de sodio,  Glutamato monosódico",1
221,Pizzeta mix congelada 825 g,https://www.jumbo.cl/pizzeta-mix-congelada-825-g-cuisine-and-co-1772246/p,NA,$9.990,Pizzeta Mix,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",NA,1
222,Hamburguesa vegana pimientos Tivoni 100 g,https://www.jumbo.cl/hamburguesa-pimientos-asados-tivoni-100g/p,$990,$1.199,Hamburguesas de Verduras,"Hamburguesas hechas 100% con vegetales. Son elaboradas con a base de garbanzo, combinadas con verduras y especias. Una alternativa natural, artesanal y rica en proteínas. Sabor pimentón.","Garbanzos,  Pimentón rojo,  Harina de maíz precocida sin gluten,  Cebolla,  Cebollín,  Ajo,  Sal yodada",1
223,Hamburguesa vegana berenjenas Tivoni 100 g,https://www.jumbo.cl/hamburguesa-berenjenas-asada-tivoni-100g/p,$990,$1.199,Hamburguesas de Verduras,"Hamburguesas hechas 100% con vegetales. Son elaboradas con a base de garbanzo, combinadas con verduras y especias. Una alternativa natural, artesanal y rica en proteínas. Sabor berenjena.","Garbanzos,  Berenjena,  Cebolla,  Harina de maíz precocida sin gluten,  Azúcar,  Ajo,  Sal yodada",1
224,Suspiro limeño 140 g,https://www.jumbo.cl/suspiro-limeno-cuk-140-g/p,$2.762,$3.249,Postre de Helado,"Cuk Placeres Caseros es un nuevo concepto en comida al vacío creado para solucionar tu día a día. Con más de 40 platos elaborados sin preservantes, ni aditivos que tendrás listos en solo 8 minutos. Cuk cuenta también con exquisitos aperitivos y postres, presentados en hermosas fuentes. Sin duda una experiencia, natural, deliciosa y casera.","Leche parcialmente descremada,  Azúcar,  Leche entera,  Regulador de acidez fosfato disódico,  Espesante carragenina,  Yema de huevo pasteurizada,  Esencia vainilla artificial,  Azucar,  Clara de huevo,  Canela molida,  Bitartrato de potasio,  Lácteos,  Huevo",1
225,Empanada raviolera queso 552 g,https://www.jumbo.cl/empanada-raviolera-queso-552-g-cuisine-and-co-1768257/p,$3.190,$3.990,Empanadas de Cóctel,"Empanada raviolera queso 552 g, es especial para que puedas preparar esos ricos platos que tanto amas. Perfecto para compartir y disfrutar una rica comida con amigos y familiares.","Harina de trigo,  Agua,  Grasa de vacuno,  Grasa de cerdo,  Bha,  Bht,  Aceite de soya,  Lecitina de soya,  Sal,  Preservante sorbato de potasio,  Preservante ácido cítrico,  Preservante propionato de calcio,  Preservante dióxido de silicio,  Leche pasteurizada parcialmente descremada,  Proteína de leche,  Cloruro de calcio,  Nitrato de sodio,  Cuajo,  Cultivos lácticos,  Annato,  Leche,  Almidón,  Gluten,  Caseína-lactosa,  Soya",1
226,Ensalada Jardinera 500 g,https://www.jumbo.cl/jardinera-frutos-del-maipo-500-g/p,NA,$1.990,Ensaladas,"Ensalada jardinera con choclo en grano, arveja, poroto verde y pimentón rojo 100% natural y sin preservantes. Todos los ingredientes cosechados en su punto óptimo de maduración, congelados mediante sistema IQF (Individual Quick Frozen) y sometidos a rigurosas selecciones para asegurar la mejor calidad.
Frutos del Maipo, es la mejor alternativa en frutas y hortalizas congeladas debido a que respetan y se preocupan por el medioambiente; Además se aseguran de que los productos cumplan con los más altos estándares de calidad.","Choclo grano,  Arveja,  Porotos verde,  Pimentón rojo",1
